name,accuracy@1,accuracy@3,accuracy@5,accuracy@10,precision@1,recall@1,precision@3,recall@3,precision@5,recall@5,precision@10,recall@10,precision@100,recall@100,mrr@10,ndcg@10,map@100,searchtime_avg,searchtime_q50,searchtime_q90,searchtime_q95

hybrid_dot_product_cross_encoder,0.82028148682786,0.9141104294478528,0.9361241429086973,0.9552508119812342,0.82028148682786,0.8083724287260917,0.31156020690485753,0.9117647058823529,0.1916275712739026,0.9341392998917358,0.09787080476362084,0.9538072897870805,0.00978708047636282,0.9538072897870805,0.870500879288321,0.869119126860015,0.8693655376260935,23.2751345376260935,22.000000000006,27.000000008955,30.000000821899

