name,accuracy@1,accuracy@10,accuracy@3,accuracy@5,map@100,mrr@10,ndcg@10,precision@1,precision@10,precision@100,precision@3,precision@5,recall@1,recall@10,recall@100,recall@3,recall@5,searchtime_avg,searchtime_q50,searchtime_q90,searchtime_q95
hybrid_dot_product_colbert,0.8285198555956679,0.9544223826714802,0.921028880866426,0.9386281588447654,0.8780976792164844,0.8781368188069449,0.8960487348930793,0.8285198555956679,0.09760830324909396,0.010063176895307153,0.31377858002407144,0.19196750902526394,0.8172382671480144,0.9530685920577617,0.9826263537906137,0.9194494584837545,0.9372743682310469,0.022698104693141014,0.022,0.027,0.03
hybrid_dot_product_colbert,0.8285198555956679,0.9544223826714802,0.921028880866426,0.9386281588447654,0.8780976792164844,0.8781368188069449,0.8960487348930793,0.8285198555956679,0.09760830324909396,0.010063176895307153,0.31377858002407144,0.19196750902526394,0.8172382671480144,0.9530685920577617,0.9826263537906137,0.9194494584837545,0.9372743682310469,0.0239101985559569,0.022,0.03,0.032
hybrid_dot_product_colbert,0.8285198555956679,0.9544223826714802,0.921028880866426,0.9386281588447654,0.8780976792164844,0.8781368188069449,0.8960487348930793,0.8285198555956679,0.09760830324909396,0.010063176895307153,0.31377858002407144,0.19196750902526394,0.8172382671480144,0.9530685920577617,0.9826263537906137,0.9194494584837545,0.9372743682310469,0.022448555956678915,0.022,0.027,0.029
hybrid_dot_product_colbert,0.3140794223826715,0.34521660649819497,0.33664259927797835,0.3416064981949459,0.32074461751048927,0.3261192052031404,0.3263486862182355,0.3140794223826715,0.03488267148014435,0.0035694945848374895,0.1134175691937437,0.06904332129963893,0.30685920577617326,0.3391245487364621,0.3467960288808664,0.33077617328519854,0.335514440433213,0.024023014440433445,0.023,0.028,0.03
hybrid_dot_product_colbert,0.6028880866425993,0.6805054151624549,0.6570397111913358,0.6674187725631769,0.6275964674985881,0.6324032290413159,0.6399000898694952,0.6028880866425993,0.06913357400721826,0.007080324909747161,0.222322503008419,0.13555956678699985,0.5925090252707581,0.6746389891696751,0.690658844765343,0.651173285198556,0.6615523465703971,0.02356498194945868,0.023,0.027,0.029
hybrid_dot_product_colbert,0.8298736462093863,0.9566787003610109,0.9214801444043321,0.9390794223826715,0.8788407114165873,0.8791317474643285,0.8973487065198101,0.8298736462093863,0.09783393501804702,0.010009025270758408,0.3139290012033735,0.19205776173284514,0.8185920577617328,0.9553249097472925,0.976985559566787,0.9199007220216606,0.9379512635379061,0.022151624548736624,0.021,0.026000000000000002,0.028
hybrid_dot_product_colbert,0.8298736462093863,0.9566787003610109,0.9214801444043321,0.9390794223826715,0.8788407114165873,0.8791317474643285,0.8973487065198101,0.8298736462093863,0.09783393501804702,0.010009025270758408,0.3139290012033735,0.19205776173284514,0.8185920577617328,0.9553249097472925,0.976985559566787,0.9199007220216606,0.9379512635379061,0.024634927797834133,0.023,0.03,0.032
hybrid_dot_product_colbert,0.8298736462093863,0.9566787003610109,0.9214801444043321,0.9390794223826715,0.8788407114165873,0.8791317474643285,0.8973487065198101,0.8298736462093863,0.09783393501804702,0.010009025270758408,0.3139290012033735,0.19205776173284514,0.8185920577617328,0.9553249097472925,0.976985559566787,0.9199007220216606,0.9379512635379061,0.023543321299639198,0.023,0.027,0.03
hybrid_dot_product_colbert,0.8298736462093863,0.9566787003610109,0.9214801444043321,0.9390794223826715,0.8788407114165873,0.8791317474643285,0.8973487065198101,0.8298736462093863,0.09783393501804702,0.010009025270758408,0.3139290012033735,0.19205776173284514,0.8185920577617328,0.9553249097472925,0.976985559566787,0.9199007220216606,0.9379512635379061,0.023977436823104867,0.023,0.029,0.032
hybrid_dot_product_colbert,0.8298736462093863,0.9566787003610109,0.9214801444043321,0.9390794223826715,0.8788407114165873,0.8791317474643285,0.8973487065198101,0.8298736462093863,0.09783393501804702,0.010009025270758408,0.3139290012033735,0.19205776173284514,0.8185920577617328,0.9553249097472925,0.976985559566787,0.9199007220216606,0.9379512635379061,0.02222924187725648,0.021,0.026000000000000002,0.028
hybrid_dot_product_colbert,0.8298736462093863,0.9566787003610109,0.9214801444043321,0.9390794223826715,0.8788407114165873,0.8791317474643285,0.8973487065198101,0.8298736462093863,0.09783393501804702,0.010009025270758408,0.3139290012033735,0.19205776173284514,0.8185920577617328,0.9553249097472925,0.976985559566787,0.9199007220216606,0.9379512635379061,0.023316335740072396,0.022,0.029,0.031
hybrid_dot_product_colbert,0.8298736462093863,0.9566787003610109,0.9214801444043321,0.9390794223826715,0.8788407114165873,0.8791317474643285,0.8973487065198101,0.8298736462093863,0.09783393501804702,0.010009025270758408,0.3139290012033735,0.19205776173284514,0.8185920577617328,0.9553249097472925,0.976985559566787,0.9199007220216606,0.9379512635379061,0.022992328519855786,0.022,0.028,0.03
hybrid_dot_product_colbert,0.8298736462093863,0.9566787003610109,0.9214801444043321,0.9390794223826715,0.8788407114165873,0.8791317474643285,0.8973487065198101,0.8298736462093863,0.09783393501804702,0.010009025270758408,0.3139290012033735,0.19205776173284514,0.8185920577617328,0.9553249097472925,0.976985559566787,0.9199007220216606,0.9379512635379061,0.022874548736462268,0.022,0.027,0.029
hybrid_dot_product_colbert,0.8298736462093863,0.9566787003610109,0.9214801444043321,0.9390794223826715,0.8788407114165873,0.8791317474643285,0.8973487065198101,0.8298736462093863,0.09783393501804702,0.010009025270758408,0.3139290012033735,0.19205776173284514,0.8185920577617328,0.9553249097472925,0.976985559566787,0.9199007220216606,0.9379512635379061,0.02219449458483773,0.021,0.026000000000000002,0.029
